,att_id,att_name,att_cat,att_price,score
1328,3321,vancouver_highlights_bike_tour,recommended_experiences,94.45,1.1598222279438013
1180,2606,niagara_falls_helicopter_tour,luxury_&_special_occasions,145.0,1.1033570713838485
82,145,lady_muskoka_boat_cruise,"cruises,_sailing_&_water_tours",42.94,1.0627497908047727
1322,3315,niagara_falls_platinum_tour_from_toronto_with_cruise_and_lunch,recommended_experiences,149.0,1.0209546324308194
576,1306,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,tours_&_sightseeing,149.89,1.0208844130537822
1042,2240,quebec_city_walking_tour,family_friendly,30.99,1.0105767936662122
1406,3406,wild_current_canoe_adventure_at_pyramid_lake,recommended_experiences,120.0,1.002729778282317
1066,2266,ultimate_day_tour_to_victoria,family_friendly,363.56,0.976777866852358
871,1942,vancouver_biking_and_hiking_tour_including_lunch,walking_&_biking_tours,135.5,0.9616134072197223
146,301,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,cultural_&_theme_tours,149.89,0.9552205181019703
843,1910,quebec_city_walking_tour,walking_&_biking_tours,30.99,0.9435348434400473
538,1202,call_of_the_wild_atv_tour,outdoor_activities,156.45,0.8903641459860849
605,1343,5.5-hour_jasper_wildlife_and_waterfalls_tour_with_maligne_lake_cruise_from_jasper,tours_&_sightseeing,144.59,0.8852000959664821
441,986,jasper_to_banff_one-way_tour,outdoor_activities,257.25,0.8777246581194081
1050,2248,niagara_on_the_lake_wine_tour_with_cheese_pairing,family_friendly,83.62,0.8663081577361273
54,82,ultimate_day_tour_to_victoria,"cruises,_sailing_&_water_tours",363.56,0.8476502840958964
424,966,niagara_falls_helicopter_tour,outdoor_activities,145.0,0.8394843557079577
87,150,victoria_whale_watching_tour_on_a_covered_vessel,"cruises,_sailing_&_water_tours",122.0,0.8342910476145893
609,1348,toronto's_original_brunch_food_tour,tours_&_sightseeing,99.0,0.8066977582463881
1051,2249,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,family_friendly,136.25,0.7393427466309329
1319,3312,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,recommended_experiences,169.0,0.7190347176303301
46,72,half-day_whale_watching_adventure_from_vancouver,"cruises,_sailing_&_water_tours",181.13,0.7187245820484164
1011,2188,english_bay_jet_ski_tour_from_vancouver,water_sports,155.68,0.7177239559256378
590,1324,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,tours_&_sightseeing,136.26,0.7122936574347692
436,980,ultimate_day_tour_to_victoria,outdoor_activities,363.56,0.6514807511132698
262,567,small-group_quebec_city_food_tour,"food,_wine_&_nightlife",53.0,0.6342097101695213
845,1912,victoria_guided_food_and_history_tour,walking_&_biking_tours,63.0,0.6313424189405067
1306,3298,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,recommended_experiences,57.5,0.6240893424540502
954,2086,whale-watching_tour_from_vancouver,water_sports,138.5,0.6067071208299931
59,88,quebec_city_historic_discoverers_cruise,"cruises,_sailing_&_water_tours",44.83,0.60525299456385
1334,3327,whale-watching_cruise_with_expert_naturalists,recommended_experiences,94.5,0.6017273966751125
844,1911,small-group_quebec_city_food_tour,walking_&_biking_tours,53.0,0.6000596864704816
967,2124,three_sisters_sea_kayaking_day_tour,water_sports,136.85,0.5874172727964282
195,406,vancouver_to_victoria_and_butchart_gardens_tour_by_bus,day_trips_&_excursions,210.0,0.5735167619504603
585,1316,niagara_falls_in_one_day:_deluxe_sightseeing_tour_of_american_and_canadian_sides,tours_&_sightseeing,204.42,0.5733587683521268
1323,3316,niagara-on-the-lake_wine_tour_and_tastings_with_transport,recommended_experiences,40.0,0.5612312967763455
1403,3403,whistler_wilderness_snowmobile_run,recommended_experiences,208.96,0.5561550209780389
1106,2421,interactive_pirate_cruise_from_granville_island,family_friendly,34.5,0.5384334056983026
1324,3317,niagara_on_the_lake_wine_tour_with_cheese_pairing,recommended_experiences,83.62,0.5265136664462559
45,70,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,"cruises,_sailing_&_water_tours",149.89,0.5264083373807003
598,1333,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,tours_&_sightseeing,157.07,0.5196233900744911
1522,3540,little_italy_walking_food_tour_in_vancouver,recommended_experiences,73.0,0.504236569081238
1312,3304,niagara_falls_in_one_day:_deluxe_sightseeing_tour_of_american_and_canadian_sides,recommended_experiences,204.41,0.47013920991497604
1301,3293,small-group_quebec_city_food_tour,recommended_experiences,53.0,0.4676903091408074
903,2016,downtown_toronto_bike_tour,walking_&_biking_tours,84.75,0.46324308192845814
124,214,quebec_city_walking_tour,cultural_&_theme_tours,30.99,0.44815761909498925
12,14,niagara_falls_helicopter_tour,"air,_helicopter_&_balloon_tours",145.0,0.44344706921875093
442,988,3_hour_banff_horseback_riding_adventures,outdoor_activities,170.1,0.4404422650430386
600,1338,niagara_falls_one_day_sightseeing_tour_from_toronto,tours_&_sightseeing,99.0,0.4401584617275137
161,325,niagara_falls_canada_tour_from_niagara_usa,cultural_&_theme_tours,156.71,0.42973381004488187
200,413,niagara_on_the_lake_wine_tour_with_cheese_pairing,day_trips_&_excursions,83.62,0.42452294710725424
397,861,butchart_gardens_tour_from_victoria,sightseeing_tickets_&_passes,73.5,0.42265335619364164
1176,2602,niagara_on_the_lake_wine_tour_with_cheese_pairing,luxury_&_special_occasions,83.62,0.40326403070927425
460,1014,talking_trees_-_indigenous_walking_tour,outdoor_activities,40.0,0.4005020685458152
759,1679,call_of_the_wild_atv_tour,tours_&_sightseeing,156.45,0.3994048907796106
1504,3517,maligne_lake_cruise,recommended_experiences,82.95,0.39777521607087474
202,415,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,day_trips_&_excursions,157.07,0.39731879012013366
1542,3570,squamish_cheakamus_white-water_rafting_from_whistler,recommended_experiences,120.74,0.3971315384480347
294,606,3-hour_old_chinatown_food_tour_in_toronto,"food,_wine_&_nightlife",100.0,0.38835411631839806
1308,3300,butchart_gardens_tour_from_victoria,recommended_experiences,73.5,0.38726571597432313
47,74,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,"cruises,_sailing_&_water_tours",136.26,0.38566237353197613
194,405,luxury_niagara_falls_day_trip_from_toronto_with_cruise_and_lunch,day_trips_&_excursions,169.0,0.3833860953930237
584,1315,toronto_city_hop-on_hop-off_tour,tours_&_sightseeing,43.0,0.3828653016799986
1377,3374,niagara_falls_open-top_jet-boat_ride,recommended_experiences,79.04,0.3733183922103304
282,591,small-group_gourmet_food_tour_in_vancouver,"food,_wine_&_nightlife",131.87,0.3731633244193735
1209,2702,lift_your_spirits!_distillery_and_cocktail_experience,luxury_&_special_occasions,105.0,0.3724435758047433
795,1739,full-day_niagara_ice_wine_festival_tour_with_lunch_and_winery_visits,tours_&_sightseeing,395.0,0.3707670881779827
205,419,luxury_niagara_falls_day_trip_from_toronto_with_cruise_and_lunch,day_trips_&_excursions,169.0,0.3680256066661595
959,2091,wild_current_canoe_adventure_at_pyramid_lake,water_sports,120.0,0.35738444523766333
1056,2255,medieval_times_dinner_and_tournament_toronto,family_friendly,68.99,0.3572674129426015
1296,3288,vancouver_city_sightseeing_tour,recommended_experiences,80.0,0.3530162148244808
1311,3303,victoria_guided_food_and_history_tour,recommended_experiences,63.0,0.3527528921605917
48,75,whale-watching_cruise_with_expert_naturalists,"cruises,_sailing_&_water_tours",94.5,0.35239594366065313
418,957,callaghan_valley_winter_snowmobile_tour,outdoor_activities,208.95,0.3486333553744156
875,1947,talking_trees_-_indigenous_walking_tour,walking_&_biking_tours,40.0,0.34719385814515513
850,1917,gastronomic_gastown_walking_tour,walking_&_biking_tours,146.35,0.34600598035027763
602,1340,niagara_falls_helicopter_tour,tours_&_sightseeing,145.0,0.34506679618240654
131,222,niagara_on_the_lake_wine_tour_with_cheese_pairing,cultural_&_theme_tours,83.62,0.3413715014658295
1495,3507,niagara_falls_canada_tour_from_niagara_usa,recommended_experiences,156.7,0.3398442300152727
1309,3301,quebec_city_sightseeing_tour,recommended_experiences,42.0,0.33440222829489796
955,2087,niagara_falls_open-top_jet-boat_ride,water_sports,79.04,0.33261455998782863
50,78,victoria_whale_and_wildlife_cruise,"cruises,_sailing_&_water_tours",151.2,0.3293698396072396
1175,2601,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,luxury_&_special_occasions,169.0,0.32752950676739245
1511,3527,6-hour_eagle_viewing_river_float_trip_from_vancouver_with_lunch,recommended_experiences,157.49,0.32271070201822194
1438,3440,top_of_gowlland_tod_hike_in_victoria,recommended_experiences,86.0,0.321203911219301
574,1304,quebec_city_walking_tour,tours_&_sightseeing,30.99,0.320147694756368
462,1042,3_hour_whale_watching_tour,outdoor_activities,129.0,0.31742084228142753
1335,3328,northern_lights_tour_from_yellowknife,recommended_experiences,100.0,0.3164553258471675
94,162,ottawa_river_historic_sightseeing_cruise,"cruises,_sailing_&_water_tours",28.0,0.3145242929786475
1000,2176,squamish_elaho_white-water_rafting_from_vancouver,water_sports,215.24,0.3110221015489224
30,41,vancouver_to_victoria_seaplane_flight,"air,_helicopter_&_balloon_tours",218.0,0.30986348182781037
953,2085,victoria_whale_and_wildlife_cruise,water_sports,151.2,0.3076047585331172
1,1,vancouver_to_victoria_and_butchart_gardens_tour_by_bus,featured_tours_and_tickets,210.0,0.3075667230372221
458,1012,summer_tour:_banff_and_its_wildlife,outdoor_activities,74.55,0.3031604571281445
582,1312,butchart_gardens_tour_from_victoria,tours_&_sightseeing,73.5,0.2984206491781407
448,998,whistler_wilderness_snowmobile_run,outdoor_activities,208.96,0.2945117705230758
1302,3294,vancouver_city_hop-on_hop-off_tour,recommended_experiences,31.2,0.29132264048264117
137,233,quebec_city_historic_discoverers_cruise,cultural_&_theme_tours,44.83,0.2894237914952631
126,216,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,cultural_&_theme_tours,57.5,0.287042184290755
1189,2646,3_hour_whale_watching_tour,luxury_&_special_occasions,129.0,0.28701000040961305
623,1367,stanley_park_horse-drawn_tours,tours_&_sightseeing,42.0,0.286623793835909
581,1311,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,tours_&_sightseeing,57.5,0.2857489774303219
263,568,victoria_guided_food_and_history_tour,"food,_wine_&_nightlife",63.0,0.28168210517692355
478,1097,whistler_sasquatch_zipline,outdoor_activities,135.45,0.2797393690788973
267,574,gastronomic_gastown_walking_tour,"food,_wine_&_nightlife",146.35,0.2748327901084304
1524,3542,interactive_pirate_cruise_from_granville_island,recommended_experiences,34.5,0.2747157578133686
1179,2605,niagara_falls_one_day_sightseeing_tour_from_toronto,luxury_&_special_occasions,99.0,0.26918013025694437
1065,2265,whale-watching_tour_from_vancouver,family_friendly,138.5,0.26872663011357983
89,153,maligne_lake_cruise,"cruises,_sailing_&_water_tours",82.95,0.26477386434786676
631,1390,vancouver_biking_and_hiking_tour_including_lunch,tours_&_sightseeing,135.5,0.257980139619528
416,955,northern_lights_tour_from_yellowknife,outdoor_activities,100.0,0.25646164559110085
593,1327,guided_tour_of_the_fairmont_le_château_frontenac_in_quebec_city,tours_&_sightseeing,26.25,0.25621002615671795
129,220,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,cultural_&_theme_tours,169.0,0.2535007285260368
165,335,ottawa_river_historic_sightseeing_cruise,cultural_&_theme_tours,28.0,0.2529184928581042
284,594,fine_dining_dinner_tour_in_whistler,"food,_wine_&_nightlife",131.24,0.24666311668704982
1298,3290,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,recommended_experiences,149.89,0.23967921447923557
133,224,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,cultural_&_theme_tours,157.07,0.23809342688114787
1293,3284,walking_tour_of_old_montreal,recommended_experiences,29.5,0.23588444231185599
1372,3369,fine_dining_dinner_tour_in_whistler,recommended_experiences,131.24,0.2303575921775614
1164,2578,overnight_camping_and_river-rafting_trip_in_squamish,multi-day_&_extended_tours,425.24,0.22713042664123168
1339,3332,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,recommended_experiences,157.07,0.2258225907439158
1315,3308,half-day_whale_watching_adventure_from_vancouver,recommended_experiences,181.13,0.22423095153107503
1325,3318,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,recommended_experiences,136.25,0.22337661577712373
266,573,niagara-on-the-lake_wine_tour_and_tastings_with_transport,"food,_wine_&_nightlife",40.0,0.22030451803175088
579,1309,vancouver_city_hop-on_hop-off_tour,tours_&_sightseeing,31.2,0.21425102256967812
486,1108,whistler_wilderness_adventure_snowmobile_tour,outdoor_activities,159.0,0.21144517329557094
1558,3592,call_of_the_wild_atv_tour,recommended_experiences,156.45,0.20858665948868593
345,716,pub_crawl_montreal,"food,_wine_&_nightlife",29.0,0.20739293007905532
976,2134,squamish_elaho_white-water_rafting,water_sports,173.24,0.2045724517680654
1307,3299,johnston_canyon_icewalk,recommended_experiences,79.8,0.20242198334630443
831,1832,private_arrival_transfer:_calgary_international_airport_to_banff,transfers_&_ground_transport,528.26,0.19890223707232013
675,1542,pedicab_tour_from_victoria_cruise_ship_terminal,tours_&_sightseeing,90.0,0.19876764993299903
321,678,victoria_craft_brewery_tour_and_tastings,"food,_wine_&_nightlife",79.0,0.1969682783964235
1177,2603,northern_lights_tour_from_yellowknife,luxury_&_special_occasions,100.0,0.19427946141737815
851,1918,private_tour:_quebec_city_walking_tour,walking_&_biking_tours,25.72,0.18550203928774148
280,587,small-group_granville_island_market_tour,"food,_wine_&_nightlife",79.9,0.18326379664468412
273,580,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,"food,_wine_&_nightlife",157.07,0.1827810384275541
513,1147,nordic_backcountry_skiing_tour_in_jacques-cartier_national_park,outdoor_activities,89.9,0.17783934976856866
275,582,vancouver_brewery_tour,"food,_wine_&_nightlife",83.99,0.17700549466625318
1330,3323,gastronomic_gastown_walking_tour,recommended_experiences,146.35,0.17638229769504896
868,1936,montmorency_falls_bike_tour_in_quebec,walking_&_biking_tours,77.0,0.1762623395926106
198,409,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,day_trips_&_excursions,57.5,0.1756011071255113
617,1357,full-day_niagara_falls_tour_from_toronto,tours_&_sightseeing,113.0,0.1754928522525791
961,2093,victoria_whale_watch_tour,water_sports,114.45,0.17467362618714635
440,985,crystal_hut_fondue_by_snowmobile,outdoor_activities,282.45,0.17347404516276269
243,510,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,day_trips_&_excursions,86.23,0.17247049323260755
1482,3494,beyond_the_bagel:_montreal_jewish_food_walking_tour,recommended_experiences,85.0,0.16738251420479483
65,111,3_hour_whale_watching_tour,"cruises,_sailing_&_water_tours",129.0,0.16703726893436247
866,1934,2-hour_ottawa_express_city_bike_tour,walking_&_biking_tours,63.0,0.16664521074590535
1364,3361,5.5-hour_jasper_wildlife_and_waterfalls_tour_with_maligne_lake_cruise_from_jasper,recommended_experiences,144.59,0.1644333003692369
621,1364,2-hour_ottawa_express_city_bike_tour,tours_&_sightseeing,63.0,0.15945650202173292
1332,3325,guided_tour_of_the_fairmont_le_château_frontenac_in_quebec_city,recommended_experiences,26.25,0.1592312148537389
456,1010,vancouver_biking_and_hiking_tour_including_lunch,outdoor_activities,135.5,0.15624103971490935
539,1203,whistler_blackcomb_salmon_bake_dinner_and_atv_tour,outdoor_activities,183.75,0.1529378031867894
630,1389,victoria_city_sightseeing_tour_with_craigdarroch_castle,tours_&_sightseeing,47.25,0.14615285588058025
1464,3474,60-minute_deluxe_horse-drawn_carriage_tour,recommended_experiences,215.0,0.1458397944912899
1085,2390,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,family_friendly,149.89,0.1454799201839748
596,1330,northern_lights_tour_from_yellowknife,tours_&_sightseeing,100.0,0.14455829086036293
1318,3311,st._lawrence_market_and_old_toronto_food_tour,recommended_experiences,89.0,0.14380635836459071
842,1909,walking_tour_of_old_montreal,walking_&_biking_tours,29.5,0.14235223209844758
547,1220,whistler_sky_walk,outdoor_activities,124.95,0.1405031218364708
911,2027,electric_bike_tour_of_quebec_city,walking_&_biking_tours,85.0,0.13604419139461535
354,729,little_italy_walking_food_tour_in_vancouver,"food,_wine_&_nightlife",73.0,0.1358218300339979
642,1503,rockies_classic_4-day_summer_tour,tours_&_sightseeing,687.0,0.13543854926767043
1562,3596,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,recommended_experiences,30.99,0.13484753617760822
1080,2341,3_hour_whale_watching_tour,family_friendly,129.0,0.13265318064519904
1415,3415,a_wok_around_chinatown:_culinary_and_cultural_walking_tour,recommended_experiences,108.0,0.13153552222735865
1113,2432,boldt_castle_and_thousand_islands_helicopter_tour,family_friendly,172.84,0.1310176543217101
1190,2671,4-day_yukon_aurora_viewing_tour,luxury_&_special_occasions,702.45,0.13080992199797536
1384,3381,zipline_adventure_in_whistler,recommended_experiences,103.95,0.11736583710274852
681,1550,ottawa_spring_tulip_festival_bike_tour,tours_&_sightseeing,68.0,0.11627451095129702
1520,3537,mountain_explorer_atv_tour,recommended_experiences,103.95,0.11608725927919811
337,700,beyond_the_bagel:_montreal_jewish_food_walking_tour,"food,_wine_&_nightlife",85.0,0.11329603904197365
1556,3589,english_bay_jet_ski_tour_from_vancouver,recommended_experiences,155.68,0.1131965615911711
1368,3365,small-group_gourmet_food_tour_in_vancouver,recommended_experiences,131.87,0.11303856799283764
128,218,victoria_guided_food_and_history_tour,cultural_&_theme_tours,63.0,0.11118360611610775
572,1302,montreal_city_guided_sightseeing_tour,tours_&_sightseeing,55.0,0.11074766081700246
1295,3287,montreal_city_guided_sightseeing_tour,recommended_experiences,55.0,0.11073595758749628
265,571,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,"food,_wine_&_nightlife",169.0,0.11034682520641573
429,973,lake_louise_winterland_from_banff,outdoor_activities,99.0,0.10987577021879188
34,48,boldt_castle_and_thousand_islands_helicopter_tour,"air,_helicopter_&_balloon_tours",172.84,0.10834557296085856
912,2028,old_montreal_ghost_walking_tour,walking_&_biking_tours,25.0,0.1077253017970309
588,1321,ultimate_toronto_tour,tours_&_sightseeing,175.0,0.10762582434622835
125,215,niagara_falls_small-group_day_tour_from_toronto,cultural_&_theme_tours,100.57,0.105387581703171
1506,3521,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,recommended_experiences,86.23,0.10451861691233696
1081,2386,rockies_classic_4-day_summer_tour,family_friendly,687.0,0.10417629744928114
480,1101,sea_to_sky_exotic_driving_experience,outdoor_activities,404.25,0.10410315226486751
706,1589,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,tours_&_sightseeing,86.23,0.10313763583060746
396,859,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",sightseeing_tickets_&_passes,158.0,0.10232718718730435
164,333,6-hour_eagle_viewing_river_float_trip_from_vancouver_with_lunch,cultural_&_theme_tours,157.49,0.09634391110226868
1586,3639,half-day_canadian_side_sightseeing_tour_of_niagara_falls_with_cruise_&_lunch,recommended_experiences,199.0,0.09622395299983032
410,947,butchart_gardens_tour_from_victoria,outdoor_activities,73.5,0.09517943976640356
423,965,bird_kingdom_all_day_admission_ticket,outdoor_activities,20.28,0.0942519588280386
378,813,all_star_wineries_of_kelowna_tour,"food,_wine_&_nightlife",166.95,0.09319281655772911
1061,2261,toronto's_original_brunch_food_tour,family_friendly,99.0,0.09296167777498202
196,407,quebec_city_and_montmorency_falls_day_trip_from_montreal,day_trips_&_excursions,115.0,0.09223900335297526
583,1314,quebec_city_sightseeing_tour,tours_&_sightseeing,42.0,0.09171235802519706
634,1393,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,tours_&_sightseeing,77.98,0.09168017414405506
1047,2245,victoria_guided_food_and_history_tour,family_friendly,63.0,0.09079072870158521
295,607,kelowna_or_west_kelowna_afternoon_sightseeing_wine_tour,"food,_wine_&_nightlife",98.95,0.09052448023031957
329,690,tour_and_taste_okanagan's_wine_country,"food,_wine_&_nightlife",135.45,0.08922542175513334
707,1590,downtown_toronto_bike_tour,tours_&_sightseeing,84.75,0.08794976973895947
640,1450,3_hour_whale_watching_tour,tours_&_sightseeing,129.0,0.08778885033324947
624,1368,montmorency_falls_bike_tour_in_quebec,tours_&_sightseeing,77.0,0.08647516282118052
498,1126,small-group_capilano_suspension_bridge_and_vancouver_city_tour,outdoor_activities,200.0,0.08567934321476012
812,1773,hop-on_and_hop-off_banff_bus,transfers_&_ground_transport,60.0,0.08261017127676383
1058,2257,niagara_falls_one_day_sightseeing_tour_from_toronto,family_friendly,99.0,0.08182020328509654
343,713,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,"food,_wine_&_nightlife",86.23,0.07951759287975518
648,1510,full-day_niagara_winery_tour_from_toronto,tours_&_sightseeing,99.0,0.07934789605191554
958,2090,riverside_rafting_on_clearwater_river_in_wells_gray_park,water_sports,104.0,0.07683170170808636
811,1772,vancouver_aquabus_ferry_ticket,transfers_&_ground_transport,16.0,0.07566137875746813
649,1511,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,tours_&_sightseeing,149.89,0.07565260133533849
67,123,granite_falls_zodiac_tour,"cruises,_sailing_&_water_tours",103.95,0.07462564294617101
1413,3413,victoria_whale_watch_tour,recommended_experiences,114.45,0.07337339738900951
311,666,flavors_of_old_montreal_walking_tour,"food,_wine_&_nightlife",68.0,0.07285845529073749
1250,2922,120_minute_private_vacation_photography_session_with_local_photographer_in_santorini,private_&_custom_tours,886.09,0.07158572908194016
742,1650,boldt_castle_and_thousand_islands_helicopter_tour,tours_&_sightseeing,172.84,0.07123755800413124
739,1647,niagara_falls_american_side_highlights_tour,tours_&_sightseeing,149.89,0.0700526060166303
1018,2198,okanagan_flyboard_experience,water_sports,124.0,0.06906075731598135
245,512,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,day_trips_&_excursions,439.0,0.06831760224233878
340,705,calgary_food_walking_tour_-_calgary_farmers_market,"food,_wine_&_nightlife",69.29,0.06764174073835676
1057,2256,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,family_friendly,157.07,0.06745448906625784
601,1339,bird_kingdom_all_day_admission_ticket,tours_&_sightseeing,20.28,0.06742523099249238
1070,2274,montmorency_falls_bike_tour_in_quebec,family_friendly,77.0,0.06591551438619488
1157,2543,4-day_yukon_aurora_viewing_tour,multi-day_&_extended_tours,702.45,0.06562878526329341
415,954,whale-watching_cruise_with_expert_naturalists,outdoor_activities,94.5,0.06494122052980521
1120,2444,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,family_friendly,30.99,0.06297800378014314
1278,3157,60_minute_private_vacation_photography_session_with_local_photographer_in_prague,private_&_custom_tours,477.13,0.06285804567770477
445,995,columbia_icefield_tour_including_the_glacier_skywalk_from_jasper,outdoor_activities,232.05,0.06174331306724091
217,435,columbia_icefield_tour_including_the_glacier_skywalk_from_jasper,day_trips_&_excursions,232.05,0.0607602417887216
409,946,johnston_canyon_icewalk,outdoor_activities,79.8,0.060461809436313955
1304,3296,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",recommended_experiences,158.0,0.05924174776029446
52,80,vancouver_harbor_and_indian_arm_lunch_cruise,"cruises,_sailing_&_water_tours",85.33,0.05919786064964627
1178,2604,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,luxury_&_special_occasions,157.07,0.058141644186713325
380,817,full-day_niagara_ice_wine_festival_tour_with_lunch_and_winery_visits,"food,_wine_&_nightlife",395.0,0.057632553703194395
633,1392,summer_tour:_banff_and_its_wildlife,tours_&_sightseeing,74.55,0.05758866659254622
1082,2387,4-day_yukon_aurora_viewing_tour,family_friendly,702.45,0.057468708490107843
1357,3351,gastown_walking_food_tour,recommended_experiences,93.45,0.05732534392865712
1360,3357,small-group_granville_island_market_tour,recommended_experiences,79.9,0.05714979548606438
130,221,small_group_excursion_of_quebec_city_montmorency_falls,cultural_&_theme_tours,35.0,0.05712638902705201
291,603,crystal_hut_fondue_by_snowmobile,"food,_wine_&_nightlife",282.45,0.056482711404211995
157,320,animated_crime_walking_tour_in_old_quebec,cultural_&_theme_tours,20.0,0.05645052752306999
398,878,bird_kingdom_all_day_admission_ticket,sightseeing_tickets_&_passes,20.28,0.056342272650137804
230,486,niagara_falls_small-group_tour_from_toronto,day_trips_&_excursions,254.25,0.05585951443300779
279,586,montreal_craft_brewery_and_beer_tasting_small-group_tour,"food,_wine_&_nightlife",74.73,0.05569566921992124
272,579,island_of_orleans_food_and_drink_tour,"food,_wine_&_nightlife",44.95,0.05412158485133973
289,599,niagara-on-the-lake_wine_tour_with_lunch,"food,_wine_&_nightlife",114.99,0.05365638147846898
1449,3456,niagara_falls_small-group_tour_from_toronto,recommended_experiences,254.25,0.05264990374093731
667,1530,laurentian_mountains_day_trip_from_montreal,tours_&_sightseeing,100.0,0.051628796966522915
1425,3425,4-day_yukon_aurora_viewing_tour,recommended_experiences,702.45,0.05126892265920781
